rank,pathway,rewiring_score,permutation_verdict,cohort,condition
124,PWY-7279: aerobic respiration II (cytochrome c) (yeast),16.635888329206864,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
125,LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,16.496164944932982,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
126,PWY0-1297: superpathway of purine deoxyribonucleosides degradation,16.4060240758132,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
127,PWY-6731: starch degradation III,16.352239392128403,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
128,"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis",16.301593101681885,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
129,PWY0-41: allantoin degradation IV (anaerobic),16.27565098608384,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
130,PWY3O-355: stearate biosynthesis III (fungi),16.26024075813199,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
131,PWY66-409: superpathway of purine nucleotide salvage,16.046387774267906,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
132,PWY-6588: pyruvate fermentation to acetone,15.903937505335952,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
133,ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,15.692133526850505,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
134,SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,15.606913685648424,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
135,"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",15.400582259028424,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
136,PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),15.206034320840091,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
137,GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,15.0150311619568,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
138,PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),14.73241355758559,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
139,PWY-6531: mannitol cycle,14.674283274993591,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
140,PWY-6143: CMP-pseudaminate biosynthesis,14.6123162298301,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
141,PWY-6113: superpathway of mycolate biosynthesis,14.518978912319644,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
142,"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",14.46554255954922,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
143,PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),14.380438828651926,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
144,PWY-5840: superpathway of menaquinol-7 biosynthesis,14.217361905575,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
145,P221-PWY: octane oxidation,13.583623324511226,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
146,PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),13.57663109365662,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
147,PWY-5367: petroselinate biosynthesis,13.036581576026638,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
148,P23-PWY: reductive TCA cycle I,13.002976180312476,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
149,PWY0-781: aspartate superpathway,12.99308119183813,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
150,"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",12.491361734824553,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
151,POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,12.175562195850764,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
152,"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",12.081253308289934,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
153,"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",12.081253308289932,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
154,PWY-5863: superpathway of phylloquinol biosynthesis,12.07683599419448,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
155,NAD-BIOSYNTHESIS-II: NAD salvage pathway II,11.931564927857934,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
156,GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,11.824471954238875,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
157,GALACTARDEG-PWY: D-galactarate degradation I,11.824471954238875,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
158,PWY-5838: superpathway of menaquinol-8 biosynthesis I,11.751441987535214,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
159,PWY-5899: superpathway of menaquinol-13 biosynthesis,11.729034406215318,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
160,PWY-5898: superpathway of menaquinol-12 biosynthesis,11.729034406215316,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
161,PWY-5897: superpathway of menaquinol-11 biosynthesis,11.729034406215314,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
162,GLYCOCAT-PWY: glycogen degradation I (bacterial),11.49597199692649,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
163,FUCCAT-PWY: fucose degradation,11.3983693332195,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
164,PWY-5971: palmitate biosynthesis II (bacteria and plants),11.32327840860582,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
165,PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,11.185609152224025,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
166,PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,11.012640655681722,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
167,PWY-2723: trehalose degradation V,10.980879364808333,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
168,PWY-7316: dTDP-N-acetylviosamine biosynthesis,10.932502347818666,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
169,"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",10.568131136344237,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
170,NONMEVIPP-PWY: methylerythritol phosphate pathway I,10.513695893451722,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
171,PWY-6270: isoprene biosynthesis I,10.466411679330658,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
172,PWY-7560: methylerythritol phosphate pathway II,10.443269871083414,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
173,LACTOSECAT-PWY: lactose and galactose degradation I,10.36892171091949,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
174,PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),10.200845214718688,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
175,PWY-7392: taxadiene biosynthesis (engineered),10.182521984120209,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
176,PWY-6612: superpathway of tetrahydrofolate biosynthesis,10.00744813455135,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
177,FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,9.366628532399895,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
178,METHGLYUT-PWY: superpathway of methylglyoxal degradation,9.246679757534364,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
179,HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),9.221142320498588,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
180,PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,8.60035003841885,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
181,PWY-3781: aerobic respiration I (cytochrome c),8.401420643729189,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
182,PWY-7315: dTDP-N-acetylthomosamine biosynthesis,7.519170152821651,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
183,PWY-6749: CMP-legionaminate biosynthesis I,7.126618287373004,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
184,PWY-1861: formaldehyde assimilation II (RuMP Cycle),6.617046017245796,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
185,"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",6.447308119183812,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
186,PWY66-389: phytol degradation,5.08520959617519,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
187,PWY66-398: TCA cycle III (animals),3.653350977546316,"null-consistent (IBD arm: p=0.48 n_true, p=0.87 n_pathways, p=0.49 top score; see pathway_permutation_crosscohort.csv)",ibd_subject,IBD
