rank,pathway,rewiring_score,permutation_verdict,cohort,condition
125,PWY-6549: L-glutamine biosynthesis III,4.0561666895069735,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
126,PWY0-781: aspartate superpathway,3.9603272459943617,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
127,PWY-7664: oleate biosynthesis IV (anaerobic),3.858534033056179,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
128,"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",3.8354823611883577,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
129,PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),3.8008057553177537,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
130,"PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",3.735435762095911,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
131,FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),3.606976204828325,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
132,PWY-5005: biotin biosynthesis II,3.5285900285465,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
133,LACTOSECAT-PWY: lactose and galactose degradation I,3.511904867483666,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
134,"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",3.465715536913193,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
135,PWY-5189: tetrapyrrole biosynthesis II (from glycine),3.3735812882822858,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
136,PWY-5676: acetyl-CoA fermentation to butanoate II,3.2730013286640918,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
137,P164-PWY: purine nucleobases degradation I (anaerobic),3.1972272101320662,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
138,PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,3.1398926982245867,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
139,"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",3.018653640253645,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
140,"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",2.7403276203744715,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
141,PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),2.712754074384152,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
142,"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",2.708586742629726,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
143,FERMENTATION-PWY: mixed acid fermentation,2.608490512822661,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
144,PWY-6263: superpathway of menaquinol-8 biosynthesis II,2.6010325710904607,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
145,"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",2.579020487175029,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
146,PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,2.505415839683627,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
147,PWY-6612: superpathway of tetrahydrofolate biosynthesis,2.452752490495092,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
148,FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,2.4452840047352886,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
149,"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",2.428508070465991,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
150,PWY-7209: superpathway of pyrimidine ribonucleosides degradation,2.407003865654696,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
151,"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",2.3045599760744158,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
152,PWY-5913: TCA cycle VI (obligate autotrophs),2.304389324774001,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
153,"PWY-7385: 1,3-propanediol biosynthesis (engineered)",2.2913716146194587,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
154,FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,2.284293629486981,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
155,FUCCAT-PWY: fucose degradation,2.2620623966297737,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
156,PWY-6628: superpathway of L-phenylalanine biosynthesis,2.0936576432319915,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
157,POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,2.0535915782570457,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
158,P162-PWY: L-glutamate degradation V (via hydroxyglutarate),2.001463904234225,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
159,PWY0-1061: superpathway of L-alanine biosynthesis,1.9602830323206129,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
160,PWY-5845: superpathway of menaquinol-9 biosynthesis,1.8923712147793947,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
161,PWY0-1479: tRNA processing,1.7408163265306122,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
162,PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,1.6785233040847252,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
163,PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),1.545681790276217,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
164,"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",1.4460591273694603,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
165,"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",1.402439415244718,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
166,PWY-6572: chondroitin sulfate degradation I (bacterial),1.32246084142033,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
167,PWY66-389: phytol degradation,1.285951741752279,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
168,PWY-6749: CMP-legionaminate biosynthesis I,1.270268268413756,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
169,PWY-5384: sucrose degradation IV (sucrose phosphorylase),1.2497874319659892,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
170,P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),1.1321104211376676,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
171,"PWY-7013: L-1,2-propanediol degradation",1.1164505626320902,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
172,"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",1.1059829129572665,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
173,PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.9922267160030882,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
174,PWY-1861: formaldehyde assimilation II (RuMP Cycle),0.9550367608058818,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
175,DAPLYSINESYN-PWY: L-lysine biosynthesis I,0.7724701363559884,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
176,PWY-6531: mannitol cycle,0.676023545458611,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
177,"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.6389577072736607,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
178,SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,0.6328295833645798,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
179,PYRIDNUCSAL-PWY: NAD salvage pathway I,0.6219890378337283,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
180,PWY-6588: pyruvate fermentation to acetone,0.3552599950807208,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
181,"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.3521105843376935,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
182,PWY-5022: 4-aminobutanoate degradation V,0.3478298476527757,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
183,NAD-BIOSYNTHESIS-II: NAD salvage pathway II,0.3317391410782626,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
184,HEMESYN2-PWY: heme biosynthesis II (anaerobic),0.328963924634228,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
185,PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.3243551558968249,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
186,GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0.3184611869537899,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
187,GALACTARDEG-PWY: D-galactarate degradation I,0.3184611869537899,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
188,PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.3143328507222396,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
189,PWY66-409: superpathway of purine nucleotide salvage,0.3143328507222396,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
190,SO4ASSIM-PWY: sulfate reduction I (assimilatory),0.3129099380655901,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
191,PWY-5136: fatty acid &beta;-oxidation II (peroxisome),0.3065870824202852,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
192,PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),0.3064806730369077,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
193,FAO-PWY: fatty acid &beta;-oxidation I,0.3052203054425115,"null-consistent (T2D arm: p=0.09 n_true, p=0.28 n_pathways [primary], p=0.31 top score; see pathway_permutation_crosscohort.csv)",t2d,T2D
